,word1,word2,similarity
850,trout,گیتار,0.0
851,carbon dioxide,گازکربنیک,3.83
852,Wii,پلی‌استیشن,3.25
853,piston,موتور,2.25
854,tug of war,مار و پله,2.46
855,millionaire,دلار,2.0
856,symbol,نشانه,3.13
857,esteem,افتخار,3.38
858,poster,کاغذ,2.71
859,mine,سنگ,1.88
860,mark,باشگاه,0.5
861,sky,خواب,0.54
862,DeepMind,گوگل ديپ‌مایند,3.96
863,term,نیم‌سال تحصیلی,3.75
864,style,مد,3.13
865,sexism,جنسیت‌زدگی,3.96
866,gale,پتو,0.88
867,scientist,گاوس,2.83
868,road,بزرگراه,3.38
869,gravity,شهاب,1.13
870,sea,سونامی,2.08
871,helicopter,هواپیما,3.17
872,sonnet,زیبایی,1.5
873,cursor,چیپس,0.13
874,artist,اثر هنری,2.13
875,mother tongue,زبان,3.21
876,chorus,خواننده,2.71
877,person,گذرگاه عابران پیاده,1.71
878,essay,تکلیف,2.46
879,princess,بیسکویت,0.04
880,bus,مرکز شهر,0.71
881,touchscreen,هدوپ,0.75
882,boss,مدیر,3.63
883,lens,وودی آلن,0.58
884,ozone,جو,2.46
885,elementary school,مداد,1.46
886,stage,هوی متال,1.13
887,box,منبع,0.29
888,ice,برف,2.88
889,episode,فصل,3.13
890,outlander,خارجی,3.63
891,stock market,بورس اوراق بهادار,3.08
892,pesticide,آفت,2.08
893,asset,موجودی کالا,2.54
894,sewing machine,دکمه,1.54
895,Paul the Octopus,هشت‌پا,3.46
896,desert,تپه ماسه‌ای,2.38
897,stool,صندلی,3.17
898,Islam,قرآن,2.42
899,Britain,اچ‌اس‌بی‌سی,1.5
900,perspective,فاصله,1.96
901,medal,کفش ورزشی,0.88
902,beauty,غزل,1.5
903,tank,خودرو,2.46
904,rose,پروانه,1.21
905,rucksack,ثابت فارادی,0.0
906,plant,طبقه کارگر,1.71
907,German,لاتین,3.0
908,telescope,طوفان فکری,0.0
909,spring,آب‌فشان,3.38
910,train,تراموا,3.5
911,rose oil,گلاب,3.25
912,rock,معدن,1.88
913,Celsius,مایکروسافت,0.08
914,islamophobia,داعش,1.96
915,muffin,جعفری,1.42
916,HSBC,بریتانیا,1.5
917,arm,شاخه,2.67
918,Microsoft,سلسیوس,0.08
919,gold,روی,2.96
920,victim,تلفن,0.04
921,Snakes and Ladders,طناب‌کشی,2.46
922,racing,فیلسوف,0.0
923,Olympic Games,روح,0.45
924,hail,باران,3.13
925,woodland,تایگر وودز,0.21
926,KFC,مک‌دونالد,3.17
927,path,تونل,2.33
928,statute,عصر یخبندان,0.0
929,system,گسل,0.5
930,racket,توپ,2.42
931,law,استخر,0.08
932,Mozilla Firefox,مرورگر وب,3.42
933,year,قرن,2.88
934,simulation,رباتیک,1.58
935,vacuum,سیاهچاله,2.33
936,salt,سدیم کلرید,3.88
937,algebra,عمل,1.83
938,gymnastics,شمشیربازی,2.67
939,book,تصادف,0.0
940,riot,نقاشی,0.08
941,crocodile,مارمولک,2.96
942,slide,اشاره‌گر,1.17
943,Europe,پیمان ماستریخت,1.96
944,street,مرد عنکبوتی,0.34
945,boat,درخت,0.38
946,tail,بوئینگ ۷۴۷-۲۰۰,1.67
947,eczema,درماتیت,4.0
948,joystick,رادار,0.46
949,Gauss,دانشمند,2.83
950,European Parliament,سازمان ملل متحد,2.63
951,battery,هوش مصنوعی,0.42
