,type,word1,word2,word3,target
1644,6g,creep,fast,hurry,lazily
1645,6g,fade,abruptly,hurry,lazily
1646,6g,scream,quietly,hurry,lazily
1647,6g,destroy,gently,hurry,lazily
1648,6g,creep,fast,yell,calmly
1649,6g,fade,abruptly,yell,calmly
1650,6g,scream,quietly,yell,calmly
1651,6g,destroy,gently,yell,calmly
1652,6g,creep,fast,stutter,steadily
1653,6g,fade,abruptly,stutter,steadily
1654,6g,scream,quietly,stutter,steadily
1655,6g,destroy,gently,stutter,steadily
1656,6g,creep,fast,shine,dimly
1657,6g,fade,abruptly,shine,dimly
1658,6g,scream,quietly,shine,dimly
1659,6g,destroy,gently,shine,dimly
1660,6g,creep,fast,crawl,rapid
1661,6g,fade,abruptly,crawl,rapid
1662,6g,scream,quietly,crawl,rapid
1663,6g,destroy,gently,crawl,rapid
1664,6g,creep,fast,sleep,alertly
1665,6g,fade,abruptly,sleep,alertly
1666,6g,scream,quietly,sleep,alertly
1667,6g,destroy,gently,sleep,alertly
1668,6g,creep,fast,cooperate,defiantly
1669,6g,fade,abruptly,cooperate,defiantly
1670,6g,scream,quietly,cooperate,defiantly
1671,6g,destroy,gently,cooperate,defiantly
1672,6g,creep,fast,guess,knowingly
1673,6g,fade,abruptly,guess,knowingly
1674,6g,scream,quietly,guess,knowingly
1675,6g,destroy,gently,guess,knowingly
1676,6g,creep,fast,kill,safely
1677,6g,fade,abruptly,kill,safely
1678,6g,scream,quietly,kill,safely
1679,6g,destroy,gently,kill,safely
1680,6g,creep,fast,glare,nicely
1681,6g,fade,abruptly,glare,nicely
1682,6g,scream,quietly,glare,nicely
1683,6g,destroy,gently,glare,nicely
1684,6g,creep,fast,break,softly
1685,6g,fade,abruptly,break,softly
1686,6g,scream,quietly,break,softly
1687,6g,destroy,gently,break,softly
1688,6g,creep,fast,stare,intermittently
1689,6g,fade,abruptly,stare,intermittently
1690,6g,scream,quietly,stare,intermittently
1691,6g,destroy,gently,stare,intermittently
1692,6g,creep,fast,fight,delicately
1693,6g,fade,abruptly,fight,delicately
1694,6g,scream,quietly,fight,delicately
1695,6g,destroy,gently,fight,delicately
1696,6g,creep,fast,perseverate,quickly
1697,6g,fade,abruptly,perseverate,quickly
1698,6g,scream,quietly,perseverate,quickly
1699,6g,destroy,gently,perseverate,quickly
1700,6g,creep,fast,love,cruelly
1701,6g,fade,abruptly,love,cruelly
1702,6g,scream,quietly,love,cruelly
1703,6g,destroy,gently,love,cruelly
1704,6g,creep,fast,fall,slowly
1705,6g,fade,abruptly,fall,slowly
1706,6g,scream,quietly,fall,slowly
1707,6g,destroy,gently,fall,slowly
1708,6g,creep,fast,run,slowly
1709,6g,fade,abruptly,run,slowly
1710,6g,scream,quietly,run,slowly
1711,6g,destroy,gently,run,slowly
1712,6g,creep,fast,surprise,gradually
1713,6g,fade,abruptly,surprise,gradually
1714,6g,scream,quietly,surprise,gradually
1715,6g,destroy,gently,surprise,gradually
1716,6g,creep,fast,sob,joyfully
1717,6g,fade,abruptly,sob,joyfully
1718,6g,scream,quietly,sob,joyfully
1719,6g,destroy,gently,sob,joyfully
1720,6g,creep,fast,listen,loudly
1721,6g,fade,abruptly,listen,loudly
1722,6g,scream,quietly,listen,loudly
1723,6g,destroy,gently,listen,loudly
1724,6g,creep,fast,play,solemnly
1725,6g,fade,abruptly,play,solemnly
1726,6g,scream,quietly,play,solemnly
1727,6g,destroy,gently,play,solemnly
1728,6g,creep,fast,escape,passively
1729,6g,fade,abruptly,escape,passively
1730,6g,scream,quietly,escape,passively
1731,6g,destroy,gently,escape,passively
1732,6g,creep,fast,peace,war
1733,6g,fade,abruptly,peace,war
1734,6g,scream,quietly,peace,war
1735,6g,destroy,gently,peace,war
1736,6g,creep,fast,intoxicate,sobriety
1737,6g,fade,abruptly,intoxicate,sobriety
1738,6g,scream,quietly,intoxicate,sobriety
1739,6g,destroy,gently,intoxicate,sobriety
1740,6g,creep,fast,defiantly,cooperate
1741,6g,fade,abruptly,defiantly,cooperate
1742,6g,scream,quietly,defiantly,cooperate
1743,6g,destroy,gently,defiantly,cooperate
1744,6g,creep,fast,slowly,run
1745,6g,fade,abruptly,slowly,run
1746,6g,scream,quietly,slowly,run
1747,6g,destroy,gently,slowly,run
1748,6g,creep,fast,obliterate,build
1749,6g,fade,abruptly,obliterate,build
1750,6g,scream,quietly,obliterate,build
1751,6g,destroy,gently,obliterate,build
1752,6g,creep,fast,sobriety,intoxicate
1753,6g,fade,abruptly,sobriety,intoxicate
1754,6g,scream,quietly,sobriety,intoxicate
1755,6g,destroy,gently,sobriety,intoxicate
1756,6g,creep,fast,knowingly,guess
1757,6g,fade,abruptly,knowingly,guess
1758,6g,scream,quietly,knowingly,guess
1759,6g,destroy,gently,knowingly,guess
1760,6g,creep,fast,safely,kill
1761,6g,fade,abruptly,safely,kill
1762,6g,scream,quietly,safely,kill
1763,6g,destroy,gently,safely,kill
1764,6g,creep,fast,live,humorlessly
1765,6g,fade,abruptly,live,humorlessly
1766,6g,scream,quietly,live,humorlessly
1767,6g,destroy,gently,live,humorlessly
1768,6g,creep,fast,piece,bunch
1769,6g,fade,abruptly,piece,bunch
1770,6g,scream,quietly,piece,bunch
1771,6g,destroy,gently,piece,bunch
1772,10e,psychology,minds,botany,plants
1773,10e,astronomy,stars,botany,plants
1774,10e,ballistics,projectiles,botany,plants
1775,10e,psychology,minds,mathematics,numbers
1776,10e,astronomy,stars,mathematics,numbers
1777,10e,ballistics,projectiles,mathematics,numbers
1778,10e,psychology,minds,linguistics,languages
1779,10e,astronomy,stars,linguistics,languages
1780,10e,ballistics,projectiles,linguistics,languages
1781,10e,psychology,minds,anatomy,body
1782,10e,astronomy,stars,anatomy,body
1783,10e,ballistics,projectiles,anatomy,body
1784,10e,psychology,minds,anatomy,bodies
1785,10e,astronomy,stars,anatomy,bodies
1786,10e,ballistics,projectiles,anatomy,bodies
1787,10e,psychology,minds,entomology,insects
1788,10e,astronomy,stars,entomology,insects
1789,10e,ballistics,projectiles,entomology,insects
1790,10e,psychology,minds,meteorology,weather
1791,10e,astronomy,stars,meteorology,weather
1792,10e,ballistics,projectiles,meteorology,weather
1793,10e,psychology,minds,zoology,animals
1794,10e,astronomy,stars,zoology,animals
1795,10e,ballistics,projectiles,zoology,animals
1796,10e,psychology,minds,oceanography,oceans
1797,10e,astronomy,stars,oceanography,oceans
1798,10e,ballistics,projectiles,oceanography,oceans
1799,10e,psychology,minds,biology,life
1800,10e,astronomy,stars,biology,life
1801,10e,ballistics,projectiles,biology,life
1802,10e,psychology,minds,anthropology,humans
1803,10e,astronomy,stars,anthropology,humans
1804,10e,ballistics,projectiles,anthropology,humans
1805,10e,psychology,minds,dermatology,skin
1806,10e,astronomy,stars,dermatology,skin
1807,10e,ballistics,projectiles,dermatology,skin
1808,10e,psychology,minds,geology,rocks
1809,10e,astronomy,stars,geology,rocks
1810,10e,ballistics,projectiles,geology,rocks
1811,10e,psychology,minds,geology,earth
1812,10e,astronomy,stars,geology,earth
1813,10e,ballistics,projectiles,geology,earth
1814,10e,psychology,minds,criminology,crimes
1815,10e,astronomy,stars,criminology,crimes
1816,10e,ballistics,projectiles,criminology,crimes
1817,10e,psychology,minds,pharmacology,drugs
1818,10e,astronomy,stars,pharmacology,drugs
1819,10e,ballistics,projectiles,pharmacology,drugs
1820,10e,psychology,minds,biology,organisms
1821,10e,astronomy,stars,biology,organisms
1822,10e,ballistics,projectiles,biology,organisms
1823,10e,psychology,minds,chemistry,elements
1824,10e,astronomy,stars,chemistry,elements
1825,10e,ballistics,projectiles,chemistry,elements
1826,10e,psychology,minds,anthropology,people
1827,10e,astronomy,stars,anthropology,people
1828,10e,ballistics,projectiles,anthropology,people
1829,10e,psychology,minds,history,past
1830,10e,astronomy,stars,history,past
1831,10e,ballistics,projectiles,history,past
1832,10e,psychology,minds,meteorology,atmosphere
1833,10e,astronomy,stars,meteorology,atmosphere
1834,10e,ballistics,projectiles,meteorology,atmosphere
1835,10e,psychology,minds,topography,maps
1836,10e,astronomy,stars,topography,maps
1837,10e,ballistics,projectiles,topography,maps
1838,10e,psychology,minds,architecture,buildings
1839,10e,astronomy,stars,architecture,buildings
1840,10e,ballistics,projectiles,architecture,buildings
1841,10e,psychology,minds,economics,markets
1842,10e,astronomy,stars,economics,markets
1843,10e,ballistics,projectiles,economics,markets
1844,10e,psychology,minds,genealogy,family
1845,10e,astronomy,stars,genealogy,family
1846,10e,ballistics,projectiles,genealogy,family
1847,10e,psychology,minds,geography,maps
1848,10e,astronomy,stars,geography,maps
1849,10e,ballistics,projectiles,geography,maps
1850,10e,psychology,minds,philosophy,ideas
1851,10e,astronomy,stars,philosophy,ideas
1852,10e,ballistics,projectiles,philosophy,ideas
1853,10e,psychology,minds,maps,geography
1854,10e,astronomy,stars,maps,geography
1855,10e,ballistics,projectiles,maps,geography
1856,10e,psychology,minds,crimes,criminology
1857,10e,astronomy,stars,crimes,criminology
1858,10e,ballistics,projectiles,crimes,criminology
1859,10e,psychology,minds,earth,geology
1860,10e,astronomy,stars,earth,geology
1861,10e,ballistics,projectiles,earth,geology
1862,10e,psychology,minds,languages,linguistics
1863,10e,astronomy,stars,languages,linguistics
1864,10e,ballistics,projectiles,languages,linguistics
1865,10e,psychology,minds,medicine,bodies
1866,10e,astronomy,stars,medicine,bodies
1867,10e,ballistics,projectiles,medicine,bodies
1868,10e,psychology,minds,weather,meteorology
1869,10e,astronomy,stars,weather,meteorology
1870,10e,ballistics,projectiles,weather,meteorology
1871,10e,psychology,minds,dance,movements
1872,10e,astronomy,stars,dance,movements
1873,10e,ballistics,projectiles,dance,movements
1874,10d,recipe,cake,script,movie
1875,10d,syllabus,course,script,movie
1876,10d,blueprint,building,script,movie
1877,10d,recipe,cake,choreography,performance
1878,10d,syllabus,course,choreography,performance
1879,10d,blueprint,building,choreography,performance
1880,10d,recipe,cake,agenda,meeting
1881,10d,syllabus,course,agenda,meeting
1882,10d,blueprint,building,agenda,meeting
1883,10d,recipe,cake,pattern,dress
1884,10d,syllabus,course,pattern,dress
1885,10d,blueprint,building,pattern,dress
1886,10d,recipe,cake,contract,deal
1887,10d,syllabus,course,contract,deal
1888,10d,blueprint,building,contract,deal
1889,10d,recipe,cake,code,program
1890,10d,syllabus,course,code,program
1891,10d,blueprint,building,code,program
1892,10d,recipe,cake,instructions,game
1893,10d,syllabus,course,instructions,game
1894,10d,blueprint,building,instructions,game
1895,10d,recipe,cake,draft,essay
1896,10d,syllabus,course,draft,essay
1897,10d,blueprint,building,draft,essay
1898,10d,recipe,cake,map,route
1899,10d,syllabus,course,map,route
1900,10d,blueprint,building,map,route
1901,10d,recipe,cake,directions,route
1902,10d,syllabus,course,directions,route
1903,10d,blueprint,building,directions,route
1904,10d,recipe,cake,plan,lesson
1905,10d,syllabus,course,plan,lesson
1906,10d,blueprint,building,plan,lesson
1907,10d,recipe,cake,sketch,drawing
1908,10d,syllabus,course,sketch,drawing
1909,10d,blueprint,building,sketch,drawing
1910,10d,recipe,cake,outline,composition
1911,10d,syllabus,course,outline,composition
1912,10d,blueprint,building,outline,composition
1913,10d,recipe,cake,sketch,painting
1914,10d,syllabus,course,sketch,painting
1915,10d,blueprint,building,sketch,painting
1916,10d,recipe,cake,rules,game
1917,10d,syllabus,course,rules,game
1918,10d,blueprint,building,rules,game
1919,10d,recipe,cake,model,architecture
1920,10d,syllabus,course,model,architecture
1921,10d,blueprint,building,model,architecture
1922,10d,recipe,cake,map,journey
1923,10d,syllabus,course,map,journey
1924,10d,blueprint,building,map,journey
1925,10d,recipe,cake,outline,paper
1926,10d,syllabus,course,outline,paper
1927,10d,blueprint,building,outline,paper
1928,10d,recipe,cake,prescription,medication
1929,10d,syllabus,course,prescription,medication
1930,10d,blueprint,building,prescription,medication
1931,10d,recipe,cake,plan,development
1932,10d,syllabus,course,plan,development
1933,10d,blueprint,building,plan,development
1934,10d,recipe,cake,map,city
1935,10d,syllabus,course,map,city
1936,10d,blueprint,building,map,city
1937,10d,recipe,cake,strategy,victory
1938,10d,syllabus,course,strategy,victory
1939,10d,blueprint,building,strategy,victory
1940,10d,recipe,cake,stencil,graphics
1941,10d,syllabus,course,stencil,graphics
1942,10d,blueprint,building,stencil,graphics
1943,10d,recipe,cake,playbook,football
1944,10d,syllabus,course,playbook,football
1945,10d,blueprint,building,playbook,football
1946,10d,recipe,cake,strategy,attack
1947,10d,syllabus,course,strategy,attack
1948,10d,blueprint,building,strategy,attack
1949,10d,recipe,cake,formula,equation
1950,10d,syllabus,course,formula,equation
1951,10d,blueprint,building,formula,equation
1952,10d,recipe,cake,list,groceries
1953,10d,syllabus,course,list,groceries
1954,10d,blueprint,building,list,groceries
1955,10d,recipe,cake,instructions,model
1956,10d,syllabus,course,instructions,model
1957,10d,blueprint,building,instructions,model
1958,10d,recipe,cake,agenda,routine
1959,10d,syllabus,course,agenda,routine
1960,10d,blueprint,building,agenda,routine
1961,10d,recipe,cake,equation,solution
1962,10d,syllabus,course,equation,solution
1963,10d,blueprint,building,equation,solution
1964,10d,recipe,cake,mold,forms
1965,10d,syllabus,course,mold,forms
1966,10d,blueprint,building,mold,forms
1967,10d,recipe,cake,course,destination
1968,10d,syllabus,course,course,destination
1969,10d,blueprint,building,course,destination
1970,10d,recipe,cake,study,understanding
1971,10d,syllabus,course,study,understanding
1972,10d,blueprint,building,study,understanding
1973,10d,recipe,cake,textbook,subject
1974,10d,syllabus,course,textbook,subject
1975,10d,blueprint,building,textbook,subject
1976,10d,recipe,cake,equation,formula
1977,10d,syllabus,course,equation,formula
1978,10d,blueprint,building,equation,formula
1979,10d,recipe,cake,development,plan
1980,10d,syllabus,course,development,plan
1981,10d,blueprint,building,development,plan
1982,10d,recipe,cake,bible,salvation
1983,10d,syllabus,course,bible,salvation
1984,10d,blueprint,building,bible,salvation
1985,10d,recipe,cake,summary,book
1986,10d,syllabus,course,summary,book
1987,10d,blueprint,building,summary,book
1988,10d,recipe,cake,football,playbook
1989,10d,syllabus,course,football,playbook
1990,10d,blueprint,building,football,playbook
1991,10d,recipe,cake,destination,course
1992,10d,syllabus,course,destination,course
1993,10d,blueprint,building,destination,course
1994,10d,recipe,cake,program,code
1995,10d,syllabus,course,program,code
1996,10d,blueprint,building,program,code
1997,6f,reticent,talk,truthful,lie
1998,6f,obtrusive,ignore,truthful,lie
1999,6f,garbled,comprehend,truthful,lie
2000,6f,reticent,talk,shy,initiate
2001,6f,obtrusive,ignore,shy,initiate
2002,6f,garbled,comprehend,shy,initiate
2003,6f,reticent,talk,calm,scream
2004,6f,obtrusive,ignore,calm,scream
2005,6f,garbled,comprehend,calm,scream
2006,6f,reticent,talk,selfish,donate
2007,6f,obtrusive,ignore,selfish,donate
2008,6f,garbled,comprehend,selfish,donate
2009,6f,reticent,talk,exhausted,run
2010,6f,obtrusive,ignore,exhausted,run
2011,6f,garbled,comprehend,exhausted,run
2012,6f,reticent,talk,angry,smile
2013,6f,obtrusive,ignore,angry,smile
2014,6f,garbled,comprehend,angry,smile
2015,6f,reticent,talk,atheist,worship
2016,6f,obtrusive,ignore,atheist,worship
2017,6f,garbled,comprehend,atheist,worship
2018,6f,reticent,talk,fearless,hide
2019,6f,obtrusive,ignore,fearless,hide
2020,6f,garbled,comprehend,fearless,hide
2021,6f,reticent,talk,quiet,yell
2022,6f,obtrusive,ignore,quiet,yell
2023,6f,garbled,comprehend,quiet,yell
2024,6f,reticent,talk,arrogant,humble
2025,6f,obtrusive,ignore,arrogant,humble
2026,6f,garbled,comprehend,arrogant,humble
2027,6f,reticent,talk,lethargic,run
2028,6f,obtrusive,ignore,lethargic,run
2029,6f,garbled,comprehend,lethargic,run
2030,6f,reticent,talk,abstinent,copulate
2031,6f,obtrusive,ignore,abstinent,copulate
2032,6f,garbled,comprehend,abstinent,copulate
2033,6f,reticent,talk,miserly,donate
2034,6f,obtrusive,ignore,miserly,donate
2035,6f,garbled,comprehend,miserly,donate
2036,6f,reticent,talk,perplexing,understood
2037,6f,obtrusive,ignore,perplexing,understood
2038,6f,garbled,comprehend,perplexing,understood
2039,6f,reticent,talk,loud,soothe
2040,6f,obtrusive,ignore,loud,soothe
2041,6f,garbled,comprehend,loud,soothe
2042,6f,reticent,talk,sturdy,break
2043,6f,obtrusive,ignore,sturdy,break
2044,6f,garbled,comprehend,sturdy,break
2045,6f,reticent,talk,cheerful,repine
2046,6f,obtrusive,ignore,cheerful,repine
2047,6f,garbled,comprehend,cheerful,repine
2048,6f,reticent,talk,headstrong,falter
2049,6f,obtrusive,ignore,headstrong,falter
2050,6f,garbled,comprehend,headstrong,falter
2051,6f,reticent,talk,cruel,help
2052,6f,obtrusive,ignore,cruel,help
2053,6f,garbled,comprehend,cruel,help
2054,6f,reticent,talk,broken,useable
2055,6f,obtrusive,ignore,broken,useable
2056,6f,garbled,comprehend,broken,useable
2057,6f,reticent,talk,awake,sleep
2058,6f,obtrusive,ignore,awake,sleep
2059,6f,garbled,comprehend,awake,sleep
2060,6f,reticent,talk,smile,angry
2061,6f,obtrusive,ignore,smile,angry
2062,6f,garbled,comprehend,smile,angry
2063,6f,reticent,talk,happy,cry
2064,6f,obtrusive,ignore,happy,cry
2065,6f,garbled,comprehend,happy,cry
2066,6f,reticent,talk,inarticulate,express
2067,6f,obtrusive,ignore,inarticulate,express
2068,6f,garbled,comprehend,inarticulate,express
2069,6f,reticent,talk,angry,forgive
2070,6f,obtrusive,ignore,angry,forgive
2071,6f,garbled,comprehend,angry,forgive
2072,6f,reticent,talk,faulty,work
2073,6f,obtrusive,ignore,faulty,work
2074,6f,garbled,comprehend,faulty,work
2075,6f,reticent,talk,tired,active
2076,6f,obtrusive,ignore,tired,active
2077,6f,garbled,comprehend,tired,active
2078,6f,reticent,talk,patient,pressure
2079,6f,obtrusive,ignore,patient,pressure
2080,6f,garbled,comprehend,patient,pressure
2081,6f,reticent,talk,help,cruel
2082,6f,obtrusive,ignore,help,cruel
2083,6f,garbled,comprehend,help,cruel
2084,6f,reticent,talk,muddled,clarify
2085,6f,obtrusive,ignore,muddled,clarify
2086,6f,garbled,comprehend,muddled,clarify
2087,6f,reticent,talk,simple,confuse
2088,6f,obtrusive,ignore,simple,confuse
2089,6f,garbled,comprehend,simple,confuse
2090,6f,reticent,talk,dubious,confident
2091,6f,obtrusive,ignore,dubious,confident
2092,6f,garbled,comprehend,dubious,confident
2093,6f,reticent,talk,austere,tease
2094,6f,obtrusive,ignore,austere,tease
2095,6f,garbled,comprehend,austere,tease
2096,6f,reticent,talk,hot,cool
2097,6f,obtrusive,ignore,hot,cool
2098,6f,garbled,comprehend,hot,cool
2099,6f,reticent,talk,quiet,obnoxious
2100,6f,obtrusive,ignore,quiet,obnoxious
2101,6f,garbled,comprehend,quiet,obnoxious
2102,6f,reticent,talk,expired,eat
2103,6f,obtrusive,ignore,expired,eat
2104,6f,garbled,comprehend,expired,eat
2105,6f,reticent,talk,poor,shop
2106,6f,obtrusive,ignore,poor,shop
2107,6f,garbled,comprehend,poor,shop
2108,6f,reticent,talk,soothe,loud
2109,6f,obtrusive,ignore,soothe,loud
2110,6f,garbled,comprehend,soothe,loud
2111,6f,reticent,talk,religious,satanic
2112,6f,obtrusive,ignore,religious,satanic
2113,6f,garbled,comprehend,religious,satanic
2114,6f,reticent,talk,punctual,loafer
2115,6f,obtrusive,ignore,punctual,loafer
2116,6f,garbled,comprehend,punctual,loafer
2117,6f,reticent,talk,run,lethargic
2118,6f,obtrusive,ignore,run,lethargic
2119,6f,garbled,comprehend,run,lethargic
2120,6f,reticent,talk,tease,austere
2121,6f,obtrusive,ignore,tease,austere
2122,6f,garbled,comprehend,tease,austere
2123,6f,reticent,talk,male,bejewelled
2124,6f,obtrusive,ignore,male,bejewelled
2125,6f,garbled,comprehend,male,bejewelled
2126,7b,doctor,patient,teacher,student
2127,7b,mentor,protege,teacher,student
2128,7b,judge,litigant,teacher,student
2129,7b,doctor,patient,professor,student
2130,7b,mentor,protege,professor,student
2131,7b,judge,litigant,professor,student
2132,7b,doctor,patient,coach,player
2133,7b,mentor,protege,coach,player
2134,7b,judge,litigant,coach,player
2135,7b,doctor,patient,lawyer,client
2136,7b,mentor,protege,lawyer,client
2137,7b,judge,litigant,lawyer,client
2138,7b,doctor,patient,coach,athlete
2139,7b,mentor,protege,coach,athlete
2140,7b,judge,litigant,coach,athlete
2141,7b,doctor,patient,attorney,client
2142,7b,mentor,protege,attorney,client
2143,7b,judge,litigant,attorney,client
2144,7b,doctor,patient,therapist,client
2145,7b,mentor,protege,therapist,client
2146,7b,judge,litigant,therapist,client
2147,7b,doctor,patient,mother,child
2148,7b,mentor,protege,mother,child
2149,7b,judge,litigant,mother,child
2150,7b,doctor,patient,preacher,parishioner
2151,7b,mentor,protege,preacher,parishioner
2152,7b,judge,litigant,preacher,parishioner
2153,7b,doctor,patient,parent,child
2154,7b,mentor,protege,parent,child
2155,7b,judge,litigant,parent,child
2156,7b,doctor,patient,salesperson,customer
2157,7b,mentor,protege,salesperson,customer
2158,7b,judge,litigant,salesperson,customer
2159,7b,doctor,patient,proprietor,customer
2160,7b,mentor,protege,proprietor,customer
2161,7b,judge,litigant,proprietor,customer
2162,7b,doctor,patient,lender,borrower
2163,7b,mentor,protege,lender,borrower
2164,7b,judge,litigant,lender,borrower
2165,7b,doctor,patient,nanny,child
2166,7b,mentor,protege,nanny,child
2167,7b,judge,litigant,nanny,child
2168,7b,doctor,patient,vet,animal
2169,7b,mentor,protege,vet,animal
2170,7b,judge,litigant,vet,animal
2171,7b,doctor,patient,accountant,taxpayer
2172,7b,mentor,protege,accountant,taxpayer
2173,7b,judge,litigant,accountant,taxpayer
2174,7b,doctor,patient,seller,customer
2175,7b,mentor,protege,seller,customer
2176,7b,judge,litigant,seller,customer
2177,7b,doctor,patient,salesperson,buyer
2178,7b,mentor,protege,salesperson,buyer
2179,7b,judge,litigant,salesperson,buyer
2180,7b,doctor,patient,preacher,congregation
2181,7b,mentor,protege,preacher,congregation
2182,7b,judge,litigant,preacher,congregation
2183,7b,doctor,patient,orator,audience
2184,7b,mentor,protege,orator,audience
2185,7b,judge,litigant,orator,audience
2186,7b,doctor,patient,shopkeeper,patron
2187,7b,mentor,protege,shopkeeper,patron
2188,7b,judge,litigant,shopkeeper,patron
2189,7b,doctor,patient,manager,employee
2190,7b,mentor,protege,manager,employee
2191,7b,judge,litigant,manager,employee
2192,7b,doctor,patient,clerk,customer
2193,7b,mentor,protege,clerk,customer
2194,7b,judge,litigant,clerk,customer
2195,7b,doctor,patient,seller,buyer
2196,7b,mentor,protege,seller,buyer
2197,7b,judge,litigant,seller,buyer
2198,7b,doctor,patient,mechanic,car
2199,7b,mentor,protege,mechanic,car
2200,7b,judge,litigant,mechanic,car
2201,7b,doctor,patient,father,son
2202,7b,mentor,protege,father,son
2203,7b,judge,litigant,father,son
2204,7b,doctor,patient,boss,employee
2205,7b,mentor,protege,boss,employee
2206,7b,judge,litigant,boss,employee
2207,7b,doctor,patient,textbook,reader
2208,7b,mentor,protege,textbook,reader
2209,7b,judge,litigant,textbook,reader
2210,7b,doctor,patient,student,professor
2211,7b,mentor,protege,student,professor
2212,7b,judge,litigant,student,professor
2213,7b,doctor,patient,arborist,tree
2214,7b,mentor,protege,arborist,tree
2215,7b,judge,litigant,arborist,tree
2216,7b,doctor,patient,child,nanny
2217,7b,mentor,protege,child,nanny
2218,7b,judge,litigant,child,nanny
2219,7b,doctor,patient,client,attorney
2220,7b,mentor,protege,client,attorney
2221,7b,judge,litigant,client,attorney
2222,7b,doctor,patient,reader,textbook
2223,7b,mentor,protege,reader,textbook
2224,7b,judge,litigant,reader,textbook
2225,7b,doctor,patient,tree,arborist
2226,7b,mentor,protege,tree,arborist
2227,7b,judge,litigant,tree,arborist
2228,9i,belt,waist,necklace,neck
2229,9i,rivet,girder,necklace,neck
2230,9i,bowler,head,necklace,neck
2231,9i,belt,waist,bracelet,wrist
2232,9i,rivet,girder,bracelet,wrist
2233,9i,bowler,head,bracelet,wrist
2234,9i,belt,waist,scarf,neck
2235,9i,rivet,girder,scarf,neck
2236,9i,bowler,head,scarf,neck
2237,9i,belt,waist,ring,finger
2238,9i,rivet,girder,ring,finger
2239,9i,bowler,head,ring,finger
2240,9i,belt,waist,shoe,foot
2241,9i,rivet,girder,shoe,foot
2242,9i,bowler,head,shoe,foot
2243,9i,belt,waist,earring,ear
2244,9i,rivet,girder,earring,ear
2245,9i,bowler,head,earring,ear
2246,9i,belt,waist,shoes,feet
2247,9i,rivet,girder,shoes,feet
2248,9i,bowler,head,shoes,feet
2249,9i,belt,waist,button,shirt
2250,9i,rivet,girder,button,shirt
2251,9i,bowler,head,button,shirt
2252,9i,belt,waist,gloves,hands
2253,9i,rivet,girder,gloves,hands
2254,9i,bowler,head,gloves,hands
2255,9i,belt,waist,glove,hand
2256,9i,rivet,girder,glove,hand
2257,9i,bowler,head,glove,hand
2258,9i,belt,waist,earplug,ear
2259,9i,rivet,girder,earplug,ear
2260,9i,bowler,head,earplug,ear
2261,9i,belt,waist,sock,foot
2262,9i,rivet,girder,sock,foot
2263,9i,bowler,head,sock,foot
2264,9i,belt,waist,collar,dog
2265,9i,rivet,girder,collar,dog
2266,9i,bowler,head,collar,dog
2267,9i,belt,waist,handle,mug
2268,9i,rivet,girder,handle,mug
2269,9i,bowler,head,handle,mug
2270,9i,belt,waist,monitor,computer
2271,9i,rivet,girder,monitor,computer
2272,9i,bowler,head,monitor,computer
2273,9i,belt,waist,wheel,axle
2274,9i,rivet,girder,wheel,axle
2275,9i,bowler,head,wheel,axle
2276,9i,belt,waist,grape,vine
2277,9i,rivet,girder,grape,vine
2278,9i,bowler,head,grape,vine
2279,9i,belt,waist,retainer,teeth
2280,9i,rivet,girder,retainer,teeth
2281,9i,bowler,head,retainer,teeth
2282,9i,belt,waist,stitch,cloth
2283,9i,rivet,girder,stitch,cloth
2284,9i,bowler,head,stitch,cloth
2285,9i,belt,waist,hook,wall
2286,9i,rivet,girder,hook,wall
2287,9i,bowler,head,hook,wall
2288,9i,belt,waist,branch,tree
2289,9i,rivet,girder,branch,tree
2290,9i,bowler,head,branch,tree
2291,9i,belt,waist,curtains,window
2292,9i,rivet,girder,curtains,window
2293,9i,bowler,head,curtains,window
2294,9i,belt,waist,nail,board
2295,9i,rivet,girder,nail,board
2296,9i,bowler,head,nail,board
2297,9i,belt,waist,buckle,strap
2298,9i,rivet,girder,buckle,strap
2299,9i,bowler,head,buckle,strap
2300,9i,belt,waist,cushion,chair
2301,9i,rivet,girder,cushion,chair
2302,9i,bowler,head,cushion,chair
2303,9i,belt,waist,makeup,face
2304,9i,rivet,girder,makeup,face
2305,9i,bowler,head,makeup,face
2306,9i,belt,waist,faucet,pipe
2307,9i,rivet,girder,faucet,pipe
2308,9i,bowler,head,faucet,pipe
2309,9i,belt,waist,apple,tree
2310,9i,rivet,girder,apple,tree
2311,9i,bowler,head,apple,tree
2312,9i,belt,waist,car,tires
2313,9i,rivet,girder,car,tires
2314,9i,bowler,head,car,tires
2315,9i,belt,waist,computer,monitor
2316,9i,rivet,girder,computer,monitor
2317,9i,bowler,head,computer,monitor
2318,9i,belt,waist,hand,glove
2319,9i,rivet,girder,hand,glove
2320,9i,bowler,head,hand,glove
2321,9i,belt,waist,neck,scarf
2322,9i,rivet,girder,neck,scarf
2323,9i,bowler,head,neck,scarf
2324,9i,belt,waist,squad,platoon
2325,9i,rivet,girder,squad,platoon
2326,9i,bowler,head,squad,platoon
2327,9i,belt,waist,board,nail
2328,9i,rivet,girder,board,nail
2329,9i,bowler,head,board,nail
2330,9i,belt,waist,vine,grape
2331,9i,rivet,girder,vine,grape
2332,9i,bowler,head,vine,grape
2333,9i,belt,waist,finger,ring
