,category,word
1194,elective office,senator
1195,elective office,mayor
1196,elective office,treasurer
1197,elective office,secretary
1198,elective office,governor
1199,elective office,representative
1200,elective office,congressman
1201,elective office,councilman
1202,elective office,chairman
1203,elective office,sheriff
1204,elective office,sergeant at arms
1205,elective office,judge
1206,elective office,alderman
1207,elective office,secretary of state
1208,elective office,comptroller
1209,elective office,dogcatcher
1210,elective office,historian
1211,elective office,senate
1212,elective office,social chairman
1213,elective office,house of represent
1214,elective office,lieutenant governo
1215,elective office,parliamentarian
1216,elective office,city council
1217,elective office,attorney general
1218,elective office,congress
1219,elective office,recording secretar
1220,elective office,commissioner
1221,elective office,corresponding secr
1222,elective office,president of the u
1223,elective office,prime minister
1224,elective office,cabinet member
1225,elective office,council
1226,elective office,legislature
1227,elective office,school board
1228,elective office,auditor
1229,elective office,chief of police
1230,elective office,delegate
1231,elective office,manager
1232,elective office,marshal
1233,elective office,speaker of the hou
1234,elective office,vice-president of
1235,elective office,chancellor
1236,elective office,city councilman
1237,elective office,committee chairman
1238,elective office,committee member
1239,elective office,county clerk
1240,elective office,house manager
1241,elective office,leader
1242,elective office,pledge trainer
1243,elective office,reporter
1244,elective office,secretary of defen
1245,elective office,state attorney
1246,elective office,superintendent
1247,elective office,assemblyman
1248,elective office,attorney general-s
1249,elective office,board member
1250,elective office,board of education
1251,elective office,chairman of the bo
1252,elective office,chairmanship
1253,elective office,clerk
1254,elective office,cochairman
1255,elective office,commander
1256,elective office,county commission
1257,elective office,deputy
1258,elective office,district attorney
1259,elective office,house of delegates
1260,elective office,parliament
1261,elective office,public relations c
1262,elective office,rush chairman
1263,elective office,scholarship chairm
1264,elective office,scribe
1265,elective office,secretary of healt
1266,elective office,education
1267,elective office,welfare
1268,elective office,state legislature
1269,elective office,state senator
1270,elective office,student council
1271,elective office,trustee
1272,elective office,vice-chairman
1273,type of human dwelling,house
1274,type of human dwelling,apartment
1275,type of human dwelling,tent
1276,type of human dwelling,cave
1277,type of human dwelling,hut
1278,type of human dwelling,hotel
1279,type of human dwelling,trailer
1280,type of human dwelling,home
1281,type of human dwelling,motel
1282,type of human dwelling,shack
1283,type of human dwelling,mansion
1284,type of human dwelling,cottage
1285,type of human dwelling,dormitory
1286,type of human dwelling,igloo
1287,type of human dwelling,cabin
1288,type of human dwelling,ranch house
1289,type of human dwelling,tepee
1290,type of human dwelling,castle
1291,type of human dwelling,houseboat
1292,type of human dwelling,bungalow
1293,type of human dwelling,room
1294,type of human dwelling,building
1295,type of human dwelling,lean-to
1296,type of human dwelling,tree house
1297,type of human dwelling,split-level
1298,type of human dwelling,boat
1299,type of human dwelling,duplex
1300,type of human dwelling,adobe
1301,type of human dwelling,farmhouse
1302,type of human dwelling,log cabin
1303,type of human dwelling,palace
1304,type of human dwelling,abode
1305,type of human dwelling,row house
1306,type of human dwelling,penthouse
1307,type of human dwelling,rambler
1308,type of human dwelling,barracks
1309,type of human dwelling,pueblo
1310,type of human dwelling,slum
1311,type of human dwelling,tree
1312,type of human dwelling,tenement house
1313,type of human dwelling,barn
1314,type of human dwelling,flat
1315,type of human dwelling,hovel
1316,type of human dwelling,inn
1317,type of human dwelling,lodge
1318,type of human dwelling,town house
1319,type of human dwelling,cape cod
1320,type of human dwelling,estate
1321,type of human dwelling,office
1322,type of human dwelling,prison
1323,type of human dwelling,sorority house
1324,type of human dwelling,fort
1325,type of human dwelling,fraternity house
1326,type of human dwelling,pad
1327,type of human dwelling,shanty
1328,type of human dwelling,shelter
1329,type of human dwelling,wigwam
1330,type of human dwelling,beach home
1331,type of human dwelling,boarding house
1332,type of human dwelling,car
1333,type of human dwelling,cliff
1334,type of human dwelling,colonial
1335,type of human dwelling,co-op
1336,type of human dwelling,farm
1337,type of human dwelling,garage
1338,type of human dwelling,hacienda
1339,type of human dwelling,hole
1340,type of human dwelling,hospital
1341,type of human dwelling,mud hut
1342,type of human dwelling,ship
1343,type of human dwelling,two-story
1344,type of human dwelling,villa
1345,type of human dwelling,apartment house
1346,type of human dwelling,basement house
1347,type of human dwelling,bilevel
1348,type of human dwelling,box
1349,type of human dwelling,camper
1350,type of human dwelling,fallout shelter
1351,type of human dwelling,frame house
1352,type of human dwelling,grass hut
1353,type of human dwelling,money
1354,type of human dwelling,open air
1355,type of human dwelling,quonset hut
1356,type of human dwelling,residence hall
1357,type of human dwelling,rooming house
1358,type of human dwelling,sampan
1359,type of human dwelling,skyscraper
1360,type of human dwelling,stone house
1361,type of human dwelling,train
1362,alcoholic beverage,beer
1363,alcoholic beverage,whiskey
1364,alcoholic beverage,gin
1365,alcoholic beverage,wine
1366,alcoholic beverage,vodka
1367,alcoholic beverage,bourbon
1368,alcoholic beverage,scotch
1369,alcoholic beverage,rum
1370,alcoholic beverage,brandy
1371,alcoholic beverage,rye
1372,alcoholic beverage,champagne
1373,alcoholic beverage,vermouth
1374,alcoholic beverage,ale
1375,alcoholic beverage,malt liquor
1376,alcoholic beverage,martini
1377,alcoholic beverage,creme de menthe
1378,alcoholic beverage,liqueur
1379,alcoholic beverage,sherry
1380,alcoholic beverage,highball
1381,alcoholic beverage,tom collins
1382,alcoholic beverage,seagrams 7
1383,alcoholic beverage,whiskey sour
1384,alcoholic beverage,liquor
1385,alcoholic beverage,daquiri
1386,alcoholic beverage,screwdriver
1387,alcoholic beverage,sloe gin
1388,alcoholic beverage,tequila
1389,alcoholic beverage,manhattan
1390,alcoholic beverage,cognac
1391,alcoholic beverage,sake
1392,alcoholic beverage,burgundy
1393,alcoholic beverage,grasshopper
1394,alcoholic beverage,old-fashioned
1395,alcoholic beverage,port
1396,alcoholic beverage,bloody mary
1397,alcoholic beverage,creme de cocao
1398,alcoholic beverage,cordial
1399,alcoholic beverage,grain alcohol
1400,alcoholic beverage,canadian club
1401,alcoholic beverage,drambuie
1402,alcoholic beverage,eggnog
1403,alcoholic beverage,kaluah
1404,alcoholic beverage,moonshine
1405,alcoholic beverage,blended whiskey
1406,alcoholic beverage,budweiser
1407,alcoholic beverage,cherry heering
1408,alcoholic beverage,chianti
1409,alcoholic beverage,four roses
1410,alcoholic beverage,gin and tonic
1411,alcoholic beverage,mixed drinks
1412,alcoholic beverage,ripple
1413,alcoholic beverage,seven and seven
1414,alcoholic beverage,soda
1415,alcoholic beverage,vo
1416,alcoholic beverage,white wine
1417,alcoholic beverage,bad
1418,alcoholic beverage,booze
1419,alcoholic beverage,cocktails
1420,alcoholic beverage,corn whiskey
1421,alcoholic beverage,coventry club
1422,alcoholic beverage,gin fizz
1423,alcoholic beverage,jim beam
1424,alcoholic beverage,old grandad
1425,alcoholic beverage,pink lady
1426,alcoholic beverage,rum coke
1427,alcoholic beverage,schnapps
1428,alcoholic beverage,southern comfort
1429,alcoholic beverage,tia maria
1430,country,france
1431,country,united states
1432,country,russia
1433,country,england
1434,country,germany
1435,country,canada
1436,country,italy
1437,country,spain
1438,country,mexico
1439,country,china
1440,country,japan
1441,country,sweden
1442,country,brazil
1443,country,switzerland
1444,country,ireland
1445,country,australia
1446,country,norway
1447,country,india
1448,country,argentina
1449,country,viet nam
1450,country,denmark
1451,country,greece
1452,country,america
1453,country,poland
1454,country,israel
1455,country,africa
1456,country,austria
1457,country,scotland
1458,country,belgium
1459,country,cuba
1460,country,portugal
1461,country,egypt
1462,country,finland
1463,country,turkey
1464,country,britain
1465,country,venezuela
1466,country,iran
1467,country,iraq
1468,country,holland
1469,country,south america
1470,country,bolivia
1471,country,peru
1472,country,great britain
1473,country,iceland
1474,country,yugoslavia
1475,country,chile
1476,country,rumania
1477,country,hungary
1478,country,colombia
1479,country,czechoslovakia
1480,country,greenland
1481,country,indonesia
1482,country,luxembourg
1483,country,thailand
1484,country,asia
1485,country,laos
1486,country,netherlands
1487,country,new zealand
1488,country,philippines
1489,country,uruguay
1490,country,belgian congo
1491,country,europe
1492,country,pakistan
1493,country,panama
1494,country,puerto rico
1495,country,dominican republic
1496,country,paraguay
1497,country,south viet nam
1498,country,albania
1499,country,algeria
1500,country,arabia
1501,country,bulgaria
1502,country,farms
1503,country,guatemala
1504,country,korea
1505,country,liberia
1506,country,nigeria
1507,country,south africa
1508,country,united kingdom
1509,country,cambodia
1510,country,red china
1511,country,equador
1512,country,ghana
1513,country,government
1514,country,jordan
1515,country,lithuania
1516,country,malaysia
1517,country,tahiti
1518,country,trees
1519,country,air
1520,country,animals
1521,country,burma
1522,country,cows
1523,country,crete
1524,country,ethiopia
1525,country,flag
1526,country,flowers
1527,country,garden
1528,country,grass
1529,country,hawaii
1530,country,homes
1531,country,lebanon
1532,country,monaco
1533,country,okinawa
1534,country,people
1535,country,santo domingo
1536,country,serbia
1537,country,sudan
1538,country,syria
1539,country,taiwan
1540,country,tibet
1541,crime,murder
1542,crime,rape
1543,crime,robbery
1544,crime,theft
1545,crime,assault
1546,crime,stealing
1547,crime,arson
1548,crime,burglary
1549,crime,kidnapping
1550,crime,larceny
1551,crime,embezzling
1552,crime,adultery
1553,crime,killing
1554,crime,battery
1555,crime,breaking and enter
1556,crime,felony
1557,crime,speeding
1558,crime,forgery
1559,crime,treason
1560,crime,fraud
1561,crime,suicide
1562,crime,perjury
1563,crime,hit and run
1564,crime,manslaughter
1565,crime,blackmail
1566,crime,homicide
1567,crime,lying
1568,crime,bigamy
1569,crime,cheating
1570,crime,beating
1571,crime,extortion
1572,crime,assault and batter
1573,crime,car theft
1574,crime,holdup
1575,crime,incest
1576,crime,misdemeanor
1577,crime,bribery
1578,crime,disturbing the pea
1579,crime,slander
1580,crime,stabbing
1581,crime,vandalism
1582,crime,abortion
1583,crime,attack
1584,crime,gambling
1585,crime,libel
1586,crime,petty larceny
1587,crime,shoplifting
1588,crime,sodomy
1589,crime,assassination
1590,crime,confidence
1591,crime,counterfeiting mon
1592,crime,destruction
1593,crime,espionage
1594,crime,income tax evasion
1595,crime,litter-bugging
1596,crime,matricide
1597,crime,molesting
1598,crime,pickpocket
1599,crime,plagiarism
1600,crime,smuggling
1601,crime,looting
1602,crime,patricide
1603,crime,police
1604,crime,sabotage
1605,crime,shooting
1606,crime,sin
1607,crime,swindling
1608,crime,traffic violations
1609,crime,trespassing
1610,crime,vagrancy
1611,crime,attempted robbery
1612,crime,automobile acciden
1613,crime,bank
1614,crime,defacing property
1615,crime,desertion
1616,crime,discrimination
1617,crime,dope peddling
1618,crime,drunken driving
1619,crime,fighting
1620,crime,fornication
1621,crime,grand larceny
1622,crime,homosexuality
1623,crime,juvenile delinquen
1624,crime,indecent exposure
1625,crime,knifing
1626,crime,lust
1627,crime,mayhem
1628,crime,narcotics
1629,crime,peddling
1630,crime,polygamy
1631,crime,punishment
1632,crime,rob a bank
1633,crime,strangling
1634,crime,war
1635,carpenters tool,hammer
1636,carpenters tool,saw
1637,carpenters tool,nails
1638,carpenters tool,screwdriver
1639,carpenters tool,level
1640,carpenters tool,plane
1641,carpenters tool,chisel
1642,carpenters tool,ruler
1643,carpenters tool,wrench
1644,carpenters tool,pliers
1645,carpenters tool,drill
1646,carpenters tool,screws
1647,carpenters tool,t square
1648,carpenters tool,pencil
1649,carpenters tool,square
1650,carpenters tool,sawhorse
1651,carpenters tool,file
1652,carpenters tool,lathe
1653,carpenters tool,sandpaper
1654,carpenters tool,awl
1655,carpenters tool,crowbar
1656,carpenters tool,sander
1657,carpenters tool,wood
1658,carpenters tool,plumb
1659,carpenters tool,plumb line
1660,carpenters tool,wedge
1661,carpenters tool,axe
1662,carpenters tool,trisquare
1663,carpenters tool,vise
1664,carpenters tool,knife
1665,carpenters tool,bolts
1666,carpenters tool,ladder
1667,carpenters tool,bench
1668,carpenters tool,hatchet
1669,carpenters tool,nuts
1670,carpenters tool,tape measure
1671,carpenters tool,miter box
1672,carpenters tool,board
1673,carpenters tool,shaver
1674,carpenters tool,yardstick
1675,carpenters tool,glue
1676,carpenters tool,hacksaw
1677,carpenters tool,jigsaw
1678,carpenters tool,lever
1679,carpenters tool,punch
1680,carpenters tool,rasp
1681,carpenters tool,anvil
1682,carpenters tool,balance
1683,carpenters tool,blueprints
1684,carpenters tool,chalk line
1685,carpenters tool,leveler
1686,carpenters tool,nail punch
1687,carpenters tool,scissors
1688,carpenters tool,tack
1689,carpenters tool,tape
1690,carpenters tool,triangle
1691,carpenters tool,angle
1692,carpenters tool,block
1693,carpenters tool,brace
1694,carpenters tool,measuring tape
1695,carpenters tool,sledge
1696,carpenters tool,sledgehammer
1697,carpenters tool,stapler
1698,carpenters tool,angle measure
1699,carpenters tool,bit
1700,carpenters tool,box
1701,carpenters tool,brick
1702,carpenters tool,cement
1703,carpenters tool,chalk
1704,carpenters tool,electric saw
1705,carpenters tool,mallet
1706,carpenters tool,measure
1707,carpenters tool,measurer
1708,carpenters tool,nail set
1709,carpenters tool,ninety-degree angl
1710,carpenters tool,planer
1711,carpenters tool,phillips screwdriv
1712,carpenters tool,scriber
1713,carpenters tool,slide rule
1714,carpenters tool,soldering iron
1715,carpenters tool,string
1716,carpenters tool,washer
1717,member of the clergy,priest
1718,member of the clergy,minister
1719,member of the clergy,rabbi
1720,member of the clergy,pope
1721,member of the clergy,bishop
1722,member of the clergy,father
1723,member of the clergy,pastor
1724,member of the clergy,cardinal
1725,member of the clergy,reverend
1726,member of the clergy,nun
1727,member of the clergy,preacher
1728,member of the clergy,monk
1729,member of the clergy,brother
1730,member of the clergy,archbishop
1731,member of the clergy,deacon
1732,member of the clergy,sister
1733,member of the clergy,monsignor
1734,member of the clergy,chaplain
1735,member of the clergy,doctor
1736,member of the clergy,cantor
1737,member of the clergy,friar
1738,member of the clergy,clergyman
1739,member of the clergy,evangelist
1740,member of the clergy,elder
1741,member of the clergy,rector
1742,member of the clergy,missionary
1743,member of the clergy,subdeacon
1744,member of the clergy,abbot
1745,member of the clergy,parson
1746,member of the clergy,deaconess
1747,member of the clergy,layman
1748,member of the clergy,padre
1749,member of the clergy,vicar
1750,member of the clergy,saint
1751,member of the clergy,sexton
1752,member of the clergy,catholic
1753,member of the clergy,cleric
1754,member of the clergy,high priest
1755,member of the clergy,right reverend
1756,member of the clergy,jesuit
1757,member of the clergy,lay leader
1758,member of the clergy,mother
1759,member of the clergy,revivalist
1760,substance to flavor food,salt
1761,substance to flavor food,pepper
1762,substance to flavor food,sugar
1763,substance to flavor food,garlic
1764,substance to flavor food,vanilla
1765,substance to flavor food,cinnamon
1766,substance to flavor food,cloves
1767,substance to flavor food,paprika
1768,substance to flavor food,spices
1769,substance to flavor food,oregano
1770,substance to flavor food,ketchup
1771,substance to flavor food,onions
1772,substance to flavor food,mustard
1773,substance to flavor food,accent
1774,substance to flavor food,chocolate
1775,substance to flavor food,nutmeg
1776,substance to flavor food,onion salt
1777,substance to flavor food,vinegar
1778,substance to flavor food,butter
1779,substance to flavor food,lemon
1780,substance to flavor food,thyme
1781,substance to flavor food,parsley
1782,substance to flavor food,bay leaves
1783,substance to flavor food,almond
1784,substance to flavor food,herbs
1785,substance to flavor food,sage
1786,substance to flavor food,worcestershire sau
1787,substance to flavor food,tobasco sauce
1788,substance to flavor food,a.1. sauce
1789,substance to flavor food,chives
1790,substance to flavor food,ginger
1791,substance to flavor food,mint
1792,substance to flavor food,allspice
1793,substance to flavor food,mayonnaise
1794,substance to flavor food,sauce
1795,substance to flavor food,seasoning
1796,substance to flavor food,wine
1797,substance to flavor food,chili powder
1798,substance to flavor food,horseradish
1799,substance to flavor food,celery seed
1800,substance to flavor food,oil
1801,substance to flavor food,basil
1802,substance to flavor food,celery salt
1803,substance to flavor food,curry
1804,substance to flavor food,red pepper
1805,substance to flavor food,strawberry
1806,substance to flavor food,syrup
1807,substance to flavor food,anise
1808,substance to flavor food,cheese
1809,substance to flavor food,lime
1810,substance to flavor food,orange
1811,substance to flavor food,relish
1812,substance to flavor food,rum
1813,substance to flavor food,dressing
1814,substance to flavor food,gravy
1815,substance to flavor food,milk
1816,substance to flavor food,peppermint
1817,substance to flavor food,saccharin
1818,substance to flavor food,salad dressing
1819,substance to flavor food,soy sauce
1820,substance to flavor food,steak sauce
1821,substance to flavor food,anchovies
1822,substance to flavor food,cherry
1823,substance to flavor food,cream
1824,substance to flavor food,extract
1825,substance to flavor food,marjoram
1826,substance to flavor food,monosodium glutama
1827,substance to flavor food,poultry seasoning
1828,substance to flavor food,rosemary
1829,substance to flavor food,sesame
1830,substance to flavor food,alcohol
1831,substance to flavor food,artificial
1832,substance to flavor food,butterscotch
1833,substance to flavor food,cayenne
1834,substance to flavor food,charcoal
1835,substance to flavor food,eggs
1836,substance to flavor food,food coloring
1837,substance to flavor food,green pepper
1838,substance to flavor food,margarine
1839,substance to flavor food,mushroom
1840,substance to flavor food,raspberry
1841,substance to flavor food,tartar sauce
1842,substance to flavor food,turmeric
1843,substance to flavor food,vegetable oil
1844,substance to flavor food,walnut
1845,substance to flavor food,apple
1846,substance to flavor food,bacon
1847,substance to flavor food,barbecue sauce
1848,substance to flavor food,barley
1849,substance to flavor food,brandy
1850,substance to flavor food,celery
1851,substance to flavor food,coconut
1852,substance to flavor food,coffee
1853,substance to flavor food,dill
1854,substance to flavor food,flour
1855,substance to flavor food,maise
1856,substance to flavor food,maple
1857,substance to flavor food,meat tenderizer
1858,substance to flavor food,pineapple
1859,substance to flavor food,tenderizer
1860,substance to flavor food,wintergreen
1861,type of fuel,oil
1862,type of fuel,gas
1863,type of fuel,coal
1864,type of fuel,wood
1865,type of fuel,gasoline
1866,type of fuel,kerosine
1867,type of fuel,electricity
1868,type of fuel,paper
1869,type of fuel,petroleum
1870,type of fuel,alcohol
1871,type of fuel,atom
1872,type of fuel,diesel oil
1873,type of fuel,oxygen
1874,type of fuel,water
1875,type of fuel,uranium
1876,type of fuel,charcoal
1877,type of fuel,hydrogen
1878,type of fuel,food
1879,type of fuel,steam
1880,type of fuel,butane
1881,type of fuel,propane
1882,type of fuel,methane
1883,type of fuel,coke
1884,type of fuel,natural gas
1885,type of fuel,petrol
1886,type of fuel,peat
1887,type of fuel,air
1888,type of fuel,benzene
1889,type of fuel,lighter fluid
1890,type of fuel,nitrogen
1891,type of fuel,nuclear energy
1892,type of fuel,solid fuel
1893,type of fuel,sun
1894,type of fuel,carbon
1895,type of fuel,ethyl
1896,type of fuel,liquid oxygen
1897,type of fuel,octane
1898,type of fuel,peat moss
1899,type of fuel,fire
1900,type of fuel,leaves
1901,type of fuel,carbon chloride
1902,type of fuel,grass
1903,type of fuel,helium
1904,type of fuel,liquid
1905,type of fuel,nitrocellulose
1906,type of fuel,nitromethane
1907,type of fuel,peroxide
1908,type of fuel,esso
1909,type of fuel,heat
1910,type of fuel,liquid nitrogen
1911,type of fuel,lp gas
1912,type of fuel,nitroglycerin
1913,type of fuel,sunoco
1914,type of fuel,tar
1915,type of fuel,water power
1916,type of fuel,amoco
1917,type of fuel,anthracite
1918,type of fuel,calories
1919,type of fuel,coal oil
1920,type of fuel,combustion
1921,type of fuel,fuel oil
1922,type of fuel,gulf
1923,type of fuel,hydrogen peroxide
1924,type of fuel,liquid hydrogen
1925,type of fuel,lox
1926,type of fuel,methylene
1927,type of fuel,naphtha
1928,type of fuel,pentane
1929,type of fuel,radium
1930,type of fuel,regular
1931,type of fuel,rocket fuel
1932,type of fuel,sugar
1933,type of fuel,sunlight
1934,type of fuel,wax
1935,type of fuel,white gas
1936,occupation or profession,doctor
1937,occupation or profession,lawyer
1938,occupation or profession,teacher
1939,occupation or profession,dentist
1940,occupation or profession,engineer
1941,occupation or profession,professor
1942,occupation or profession,carpenter
1943,occupation or profession,salesman
1944,occupation or profession,nurse
1945,occupation or profession,psychologist
1946,occupation or profession,plumber
1947,occupation or profession,accountant
1948,occupation or profession,businessman
1949,occupation or profession,scientist
1950,occupation or profession,clerk
1951,occupation or profession,farmer
1952,occupation or profession,laborer
1953,occupation or profession,policeman
1954,occupation or profession,chemist
1955,occupation or profession,merchant
1956,occupation or profession,banker
1957,occupation or profession,physicist
1958,occupation or profession,executive
1959,occupation or profession,fireman
1960,occupation or profession,manager
1961,occupation or profession,electrician
1962,occupation or profession,judge
1963,occupation or profession,mechanic
1964,occupation or profession,secretary
1965,occupation or profession,bricklayer
1966,occupation or profession,mathematician
1967,occupation or profession,architect
1968,occupation or profession,pharmacist
1969,occupation or profession,president
1970,occupation or profession,minister
1971,occupation or profession,writer
1972,occupation or profession,janitor
1973,occupation or profession,reverend
1974,occupation or profession,artist
1975,occupation or profession,baker
1976,occupation or profession,psychiatrist
1977,occupation or profession,senator
1978,occupation or profession,grocer
1979,occupation or profession,sailor
1980,occupation or profession,mailman
1981,occupation or profession,garbage man
1982,occupation or profession,machinist
1983,occupation or profession,milkman
1984,occupation or profession,surgeon
1985,occupation or profession,barber
1986,occupation or profession,cook
1987,occupation or profession,indian chief
1988,occupation or profession,pilot
1989,occupation or profession,politician
1990,occupation or profession,priest
1991,occupation or profession,real estate
1992,occupation or profession,butcher
1993,occupation or profession,captain
1994,occupation or profession,colonel
1995,occupation or profession,ditchdigger
1996,occupation or profession,father
1997,occupation or profession,general
1998,occupation or profession,major
1999,occupation or profession,musician
2000,occupation or profession,officer
2001,occupation or profession,painter
2002,occupation or profession,preacher
2003,occupation or profession,soldier
2004,occupation or profession,student
2005,occupation or profession,technician
2006,occupation or profession,actor
2007,occupation or profession,attorney
2008,occupation or profession,biologist
2009,occupation or profession,bus driver
2010,occupation or profession,druggist
2011,occupation or profession,housewife
2012,occupation or profession,representative
2013,occupation or profession,clergyman
2014,occupation or profession,economist
2015,occupation or profession,insurance agent
2016,occupation or profession,mason
2017,occupation or profession,mayor
2018,occupation or profession,physician
2019,occupation or profession,rabbi
2020,occupation or profession,steelworker
2021,occupation or profession,social worker
2022,occupation or profession,storekeeper
2023,occupation or profession,truck driver
2024,occupation or profession,veterinarian
2025,occupation or profession,white-collar worke
2026,occupation or profession,astronaut
2027,occupation or profession,bookmaker
2028,occupation or profession,candlestick maker
2029,occupation or profession,chief
2030,occupation or profession,congressman
2031,occupation or profession,dietician
2032,occupation or profession,editor
2033,occupation or profession,journalist
2034,occupation or profession,mister
2035,occupation or profession,pediatrician
2036,occupation or profession,sir
2037,occupation or profession,tailor
2038,occupation or profession,thief
2039,occupation or profession,advertiser
2040,occupation or profession,buyer
2041,occupation or profession,cabdriver
2042,occupation or profession,certified public a
2043,occupation or profession,conductor
2044,occupation or profession,construction worke
2045,occupation or profession,contractor
2046,occupation or profession,draftsman
2047,occupation or profession,driver
2048,occupation or profession,job
2049,occupation or profession,jockey
2050,occupation or profession,king
2051,occupation or profession,lieutenant
2052,occupation or profession,researcher
2053,occupation or profession,sergeant
2054,occupation or profession,sociologist
2055,occupation or profession,speech therapist
2056,occupation or profession,title
2057,occupation or profession,waiter
2058,occupation or profession,welder
2059,occupation or profession,actress
2060,occupation or profession,administrator
2061,occupation or profession,announcer
2062,occupation or profession,author
2063,occupation or profession,baseball player
2064,occupation or profession,blacksmith
2065,occupation or profession,blue collar
2066,occupation or profession,bookkeeper
2067,occupation or profession,botanist
2068,occupation or profession,car driver
2069,occupation or profession,chairman
2070,occupation or profession,chef
2071,occupation or profession,cop
2072,occupation or profession,cowboy
2073,occupation or profession,dean
2074,occupation or profession,detective
2075,occupation or profession,director
2076,occupation or profession,drifter
2077,occupation or profession,factory worker
2078,occupation or profession,financier
2079,occupation or profession,football player
2080,occupation or profession,foreman
2081,occupation or profession,geologist
2082,occupation or profession,governor
2083,occupation or profession,instructor
2084,occupation or profession,jeweler
2085,occupation or profession,labor
2086,occupation or profession,leader
2087,occupation or profession,librarian
2088,occupation or profession,longshoreman
2089,occupation or profession,master
2090,occupation or profession,military
2091,occupation or profession,model
2092,occupation or profession,mortician
2093,occupation or profession,mrs.
2094,occupation or profession,newspaperman
2095,occupation or profession,obstetrician
2096,occupation or profession,officer in service
2097,occupation or profession,owner
2098,occupation or profession,pastor
2099,occupation or profession,pianist
2100,occupation or profession,planner
2101,occupation or profession,position
2102,occupation or profession,private
2103,occupation or profession,retailer
2104,occupation or profession,salesclerk
2105,occupation or profession,shoemaker
2106,occupation or profession,singer
2107,occupation or profession,sister
2108,occupation or profession,statistician
2109,occupation or profession,supervisor
2110,occupation or profession,surveyor
2111,occupation or profession,typist
2112,occupation or profession,waitress
2113,occupation or profession,work
2114,occupation or profession,worker
2115,occupation or profession,zoologist
2116,natural earth formation,mountain
2117,natural earth formation,hill
2118,natural earth formation,valley
2119,natural earth formation,river
2120,natural earth formation,rock
2121,natural earth formation,lake
2122,natural earth formation,canyon
2123,natural earth formation,cliff
2124,natural earth formation,ocean
2125,natural earth formation,cave
2126,natural earth formation,plain
2127,natural earth formation,volcano
2128,natural earth formation,plateau
2129,natural earth formation,gully
2130,natural earth formation,stream
2131,natural earth formation,sea
2132,natural earth formation,desert
2133,natural earth formation,crevice
2134,natural earth formation,island
2135,natural earth formation,cavern
2136,natural earth formation,glacier
2137,natural earth formation,stalagmite
2138,natural earth formation,ravine
2139,natural earth formation,ridge
2140,natural earth formation,stalactite
2141,natural earth formation,stone
2142,natural earth formation,crater
2143,natural earth formation,gorge
2144,natural earth formation,grand canyon
2145,natural earth formation,creek
2146,natural earth formation,sand
2147,natural earth formation,tree
2148,natural earth formation,fault
2149,natural earth formation,natural bridge
2150,natural earth formation,peninsula
2151,natural earth formation,pond
2152,natural earth formation,waterfall
2153,natural earth formation,continent
2154,natural earth formation,crevasse
2155,natural earth formation,delta
2156,natural earth formation,dirt
2157,natural earth formation,hole
2158,natural earth formation,grass
2159,natural earth formation,slope
2160,natural earth formation,bay
2161,natural earth formation,beach
2162,natural earth formation,geyser
2163,natural earth formation,soil
2164,natural earth formation,bluff
2165,natural earth formation,ditch
2166,natural earth formation,gulch
2167,natural earth formation,moraine
2168,natural earth formation,sand dune
2169,natural earth formation,boulder
2170,natural earth formation,butte
2171,natural earth formation,earthquake
2172,natural earth formation,fossil
2173,natural earth formation,land
2174,natural earth formation,mesa
2175,natural earth formation,mound
2176,natural earth formation,water
2177,natural earth formation,crest
2178,natural earth formation,esker
2179,natural earth formation,forest
2180,natural earth formation,mineral
2181,natural earth formation,peak
2182,natural earth formation,prairie
2183,natural earth formation,riverbed
2184,natural earth formation,bank
2185,natural earth formation,coal
2186,natural earth formation,drumlin
2187,natural earth formation,flowers
2188,natural earth formation,gulf
2189,natural earth formation,harbor
2190,natural earth formation,iceberg
2191,natural earth formation,limestone
2192,natural earth formation,pebbles
2193,natural earth formation,plant
2194,natural earth formation,spring
2195,natural earth formation,stream bed
2196,natural earth formation,arroyo
2197,natural earth formation,basin
2198,natural earth formation,brook
2199,natural earth formation,chasm
2200,natural earth formation,chemicals
2201,natural earth formation,clay
2202,natural earth formation,cove
2203,natural earth formation,cracks
2204,natural earth formation,crag
2205,natural earth formation,dale
2206,natural earth formation,dike
2207,natural earth formation,dune
2208,natural earth formation,dust
2209,natural earth formation,flatlands
2210,natural earth formation,glacier deposit
2211,natural earth formation,ground
2212,natural earth formation,guper
2213,natural earth formation,hollows
2214,natural earth formation,knoll
2215,natural earth formation,meadow
2216,natural earth formation,outcropping
2217,natural earth formation,pinnacle
2218,natural earth formation,pool
2219,natural earth formation,promontory
2220,natural earth formation,rise
2221,natural earth formation,rocky mountains
2222,natural earth formation,saddle
2223,natural earth formation,sandstone
2224,natural earth formation,sill
2225,natural earth formation,smoky mountains
2226,natural earth formation,steppes
2227,natural earth formation,swamp
2228,sport,football
2229,sport,baseball
2230,sport,basketball
2231,sport,tennis
2232,sport,swimming
2233,sport,soccer
2234,sport,golf
2235,sport,hockey
2236,sport,track
2237,sport,lacrosse
2238,sport,badminton
2239,sport,bowling
2240,sport,wrestling
2241,sport,volleyball
2242,sport,archery
2243,sport,skiing
2244,sport,fencing
2245,sport,ping-pong
2246,sport,softball
2247,sport,fishing
2248,sport,horseback riding
2249,sport,handball
2250,sport,ice skating
